route_id,service_id,trip_id,trip_headsign,shape_id
43,4,3712768,Reina Elisenda,100043
43,4,3712769,Sarrià,200043
43,4,3712770,Reina Elisenda,100043
43,4,3712771,Sarrià,200043
43,4,3712772,Reina Elisenda,100043
43,4,3712773,Sarrià,200043
43,4,3712774,Reina Elisenda,100043
43,4,3712775,Sarrià,200043
43,4,3712776,Reina Elisenda,100043
43,4,3712777,Sarrià,200043
43,4,3712778,Reina Elisenda,100043
43,4,3712779,Sarrià,200043
43,4,3712780,Reina Elisenda,100043
43,4,3712781,Sarrià,200043
43,4,3712782,Reina Elisenda,100043
43,4,3712783,Sarrià,200043
43,4,3712784,Reina Elisenda,100043
43,4,3712785,Sarrià,200043
43,4,3712786,Reina Elisenda,100043
43,4,3712787,Sarrià,200043
43,4,3712788,Reina Elisenda,100043
43,4,3712789,Sarrià,200043
43,4,3712790,Reina Elisenda,100043
43,4,3712791,Sarrià,200043
43,4,3712792,Reina Elisenda,100043
43,4,3712793,Sarrià,200043
43,4,3712794,Reina Elisenda,100043
43,4,3712795,Sarrià,200043
43,4,3712796,Reina Elisenda,100043
43,4,3712797,Sarrià,200043
43,4,3712798,Reina Elisenda,100043
43,4,3712799,Sarrià,200043
43,4,3712800,Reina Elisenda,100043
43,4,3712801,Sarrià,200043
43,4,3712802,Reina Elisenda,100043
43,4,3712803,Sarrià,200043
43,4,3712804,Reina Elisenda,100043
43,4,3712805,Sarrià,200043
43,4,3712806,Reina Elisenda,100043
43,4,3712807,Sarrià,200043
43,4,3712808,Reina Elisenda,100043
43,4,3712809,Sarrià,200043
43,4,3712810,Reina Elisenda,100043
43,4,3712811,Sarrià,200043
43,4,3712812,Reina Elisenda,100043
43,4,3712813,Sarrià,200043
43,4,3712814,Reina Elisenda,100043
43,4,3712815,Sarrià,200043
43,4,3712816,Reina Elisenda,100043
43,4,3712817,Sarrià,200043
43,4,3712818,Reina Elisenda,100043
43,4,3712819,Sarrià,200043
43,4,3712820,Reina Elisenda,100043
43,4,3712821,Sarrià,200043
43,4,3712822,Reina Elisenda,100043
43,4,3712823,Sarrià,200043
43,4,3712824,Reina Elisenda,100043
43,4,3712825,Sarrià,200043
43,4,3712826,Reina Elisenda,100043
43,4,3712827,Sarrià,200043
43,4,3712828,Reina Elisenda,100043
43,4,3712829,Sarrià,200043
43,4,3712830,Reina Elisenda,100043
43,4,3712831,Sarrià,200043
43,4,3712832,Reina Elisenda,100043
43,4,3712833,Sarrià,200043
43,4,3712834,Reina Elisenda,100043
43,4,3712835,Sarrià,200043
43,4,3712836,Reina Elisenda,100043
43,4,3712837,Sarrià,200043
43,4,3712838,Reina Elisenda,100043
43,4,3712839,Sarrià,200043
43,4,3712840,Reina Elisenda,100043
43,4,3712841,Sarrià,200043
43,4,3712842,Reina Elisenda,100043
43,4,3712843,Sarrià,200043
43,4,3712844,Reina Elisenda,100043
43,4,3712845,Sarrià,200043
43,4,3712846,Reina Elisenda,100043
43,4,3712847,Sarrià,200043
43,4,3712848,Reina Elisenda,100043
43,4,3712849,Sarrià,200043
43,4,3712850,Reina Elisenda,100043
43,4,3712851,Sarrià,200043
43,4,3712852,Reina Elisenda,100043
43,4,3712853,Sarrià,200043
43,4,3712854,Reina Elisenda,100043
43,4,3712855,Sarrià,200043
43,4,3712856,Reina Elisenda,100043
43,4,3712857,Sarrià,200043
43,4,3712858,Reina Elisenda,100043
43,4,3712859,Sarrià,200043
43,4,3712860,Reina Elisenda,100043
43,4,3712861,Sarrià,200043
43,4,3712862,Reina Elisenda,100043
43,4,3712863,Sarrià,200043
43,4,3712864,Reina Elisenda,100043
43,4,3712865,Sarrià,200043
43,4,3712866,Reina Elisenda,100043
43,4,3712867,Sarrià,200043
43,4,3712868,Reina Elisenda,100043
43,4,3712869,Sarrià,200043
43,4,3712870,Reina Elisenda,100043
43,4,3712871,Sarrià,200043
43,4,3712872,Reina Elisenda,100043
43,4,3712873,Sarrià,200043
43,4,3712874,Reina Elisenda,100043
43,4,3712875,Sarrià,200043
43,4,3712876,Reina Elisenda,100043
43,4,3712877,Sarrià,200043
43,4,3712878,Reina Elisenda,100043
43,4,3712879,Sarrià,200043
43,4,3712880,Reina Elisenda,100043
43,4,3712881,Sarrià,200043
43,4,3712882,Reina Elisenda,100043
43,4,3712883,Sarrià,200043
43,4,3712884,Reina Elisenda,100043
43,4,3712885,Sarrià,200043
43,4,3712886,Reina Elisenda,100043
43,4,3712887,Sarrià,200043
43,4,3712888,Reina Elisenda,100043
43,4,3712889,Sarrià,200043
43,4,3712890,Reina Elisenda,100043
43,4,3712891,Sarrià,200043
43,4,3712892,Reina Elisenda,100043
43,4,3712893,Sarrià,200043
43,4,3712894,Reina Elisenda,100043
43,4,3712895,Sarrià,200043
43,4,3712896,Reina Elisenda,100043
43,4,3712897,Sarrià,200043
43,4,3712898,Reina Elisenda,100043
43,4,3712899,Sarrià,200043
43,4,3712900,Reina Elisenda,100043
43,4,3712901,Sarrià,200043
43,4,3712902,Reina Elisenda,100043
43,4,3712903,Sarrià,200043
43,4,3712904,Reina Elisenda,100043
43,4,3712905,Sarrià,200043
43,4,3712906,Reina Elisenda,100043
43,4,3712907,Reina Elisenda,100043
3,5,3712908,Sarrià,100003
3,5,3712909,Pl. Catalunya,200003
3,5,3712910,Sarrià,100003
3,5,3712911,Pl. Catalunya,200003
3,5,3712912,Sarrià,100003
3,5,3712913,Pl. Catalunya,200003
3,5,3712914,Sarrià,100003
3,5,3712915,Pl. Catalunya,200003
3,5,3712916,Sarrià,100003
3,5,3712917,Pl. Catalunya,200003
3,5,3712918,Sarrià,100003
3,5,3712919,Pl. Catalunya,200003
3,5,3712920,Sarrià,100003
3,5,3712921,Pl. Catalunya,200003
3,5,3712922,Sarrià,100003
3,5,3712923,Pl. Catalunya,200003
3,5,3712924,Sarrià,100003
3,5,3712925,Pl. Catalunya,200003
3,5,3712926,Sarrià,100003
3,5,3712927,Pl. Catalunya,200003
3,5,3712928,Sarrià,100003
3,5,3712929,Pl. Catalunya,200003
3,5,3712930,Sarrià,100003
3,5,3712931,Pl. Catalunya,200003
3,5,3712932,Sarrià,100003
3,5,3712933,Pl. Catalunya,200003
3,5,3712934,Sarrià,100003
3,5,3712935,Pl. Catalunya,200003
3,5,3712936,Sarrià,100003
3,5,3712937,Pl. Catalunya,200003
3,5,3712938,Sarrià,100003
3,5,3712939,Pl. Catalunya,200003
3,5,3712940,Sarrià,100003
3,5,3712941,Pl. Catalunya,200003
3,5,3712942,Sarrià,100003
3,5,3712943,Pl. Catalunya,200003
3,5,3712944,Sarrià,100003
3,5,3712945,Pl. Catalunya,200003
3,5,3712946,Sarrià,100003
3,5,3712947,Pl. Catalunya,200003
3,5,3712948,Sarrià,100003
3,5,3712949,Pl. Catalunya,200003
3,5,3712950,Sarrià,100003
3,5,3712951,Pl. Catalunya,200003
3,5,3712952,Sarrià,100003
3,5,3712953,Pl. Catalunya,200003
3,5,3712954,Sarrià,100003
3,5,3712955,Pl. Catalunya,200003
3,5,3712956,Sarrià,100003
3,5,3712957,Pl. Catalunya,200003
3,5,3712958,Sarrià,100003
3,5,3712959,Pl. Catalunya,200003
3,5,3712960,Sarrià,100003
3,5,3712961,Pl. Catalunya,200003
3,5,3712962,Sarrià,100003
3,5,3712963,Pl. Catalunya,200003
3,5,3712964,Sarrià,100003
3,5,3712965,Pl. Catalunya,200003
3,5,3712966,Sarrià,100003
3,5,3712967,Pl. Catalunya,200003
3,5,3712968,Sarrià,100003
3,5,3712969,Pl. Catalunya,200003
3,5,3712970,Sarrià,100003
3,5,3712971,Pl. Catalunya,200003
3,5,3712972,Sarrià,100003
3,5,3712973,Pl. Catalunya,200003
3,5,3712974,Sarrià,100003
3,5,3712975,Pl. Catalunya,200003
3,5,3712976,Sarrià,100003
3,5,3712977,Pl. Catalunya,200003
3,5,3712978,Sarrià,100003
3,5,3712979,Pl. Catalunya,200003
3,5,3712980,Sarrià,100003
3,5,3712981,Pl. Catalunya,200003
3,5,3712982,Sarrià,100003
3,5,3712983,Pl. Catalunya,200003
3,5,3712984,Sarrià,100003
3,5,3712985,Pl. Catalunya,200003
3,5,3712986,Sarrià,100003
3,5,3712987,Pl. Catalunya,200003
3,5,3712988,Sarrià,100003
3,5,3712989,Pl. Catalunya,200003
3,5,3712990,Sarrià,100003
3,5,3712991,Pl. Catalunya,200003
3,5,3712992,Sarrià,100003
3,5,3712993,Pl. Catalunya,200003
3,5,3712994,Sarrià,100003
3,5,3712995,Pl. Catalunya,200003
3,5,3712996,Sarrià,100003
3,5,3712997,Pl. Catalunya,200003
3,5,3712998,Sarrià,100003
3,5,3712999,Pl. Catalunya,200003
3,5,3713000,Sarrià,100003
3,5,3713001,Pl. Catalunya,200003
3,5,3713002,Sarrià,100003
3,5,3713003,Pl. Catalunya,200003
3,5,3713004,Sarrià,100003
3,5,3713005,Pl. Catalunya,200003
3,5,3713006,Sarrià,100003
3,5,3713007,Pl. Catalunya,200003
3,5,3713008,Sarrià,100003
3,5,3713009,Pl. Catalunya,200003
3,5,3713010,Sarrià,100003
3,5,3713011,Pl. Catalunya,200003
3,5,3713012,Sarrià,100003
3,5,3713013,Pl. Catalunya,200003
3,5,3713014,Sarrià,100003
3,5,3713015,Pl. Catalunya,200003
3,5,3713016,Sarrià,100003
3,5,3713017,Pl. Catalunya,200003
3,5,3713018,Sarrià,100003
3,5,3713019,Pl. Catalunya,200003
3,5,3713020,Sarrià,100003
3,5,3713021,Pl. Catalunya,200003
3,5,3713022,Sarrià,100003
3,5,3713023,Pl. Catalunya,200003
3,5,3713024,Sarrià,100003
3,5,3713025,Pl. Catalunya,200003
3,5,3713026,Sarrià,100003
3,5,3713027,Pl. Catalunya,200003
3,5,3713028,Sarrià,100003
3,5,3713029,Pl. Catalunya,200003
3,5,3713030,Sarrià,100003
3,5,3713031,Pl. Catalunya,200003
3,5,3713032,Sarrià,100003
3,5,3713033,Pl. Catalunya,200003
3,5,3713034,Sarrià,100003
3,5,3713035,Pl. Catalunya,200003
3,5,3713036,Sarrià,100003
3,5,3713037,Pl. Catalunya,200003
3,5,3713038,Sarrià,100003
3,5,3713039,Pl. Catalunya,200003
3,5,3713040,Sarrià,100003
3,5,3713041,Pl. Catalunya,200003
3,5,3713042,Sarrià,100003
3,5,3713043,Pl. Catalunya,200003
3,5,3713044,Sarrià,100003
3,5,3713045,Pl. Catalunya,200003
3,5,3713046,Sarrià,100003
3,5,3713047,Pl. Catalunya,200003
3,5,3713048,Sarrià,100003
3,5,3713049,Pl. Catalunya,200003
3,5,3713050,Sarrià,100003
3,5,3713051,Sarrià,100003
3,5,3713052,Pl. Catalunya,200003
3,5,3713053,Sarrià,100003
3,5,3713054,Pl. Catalunya,200003
3,5,3713055,Pl. Catalunya,200003
4,5,3713056,Av. Tibidabo,100004
4,5,3713057,Pl. Catalunya,200004
4,5,3713058,Av. Tibidabo,100004
4,5,3713059,Pl. Catalunya,200004
4,5,3713060,Av. Tibidabo,100004
4,5,3713061,Pl. Catalunya,200004
4,5,3713062,Av. Tibidabo,100004
4,5,3713063,Pl. Catalunya,200004
4,5,3713064,Av. Tibidabo,100004
4,5,3713065,Pl. Catalunya,200004
4,5,3713066,Av. Tibidabo,100004
4,5,3713067,Pl. Catalunya,200004
4,5,3713068,Av. Tibidabo,100004
4,5,3713069,Pl. Catalunya,200004
4,5,3713070,Av. Tibidabo,100004
4,5,3713071,Pl. Catalunya,200004
4,5,3713072,Av. Tibidabo,100004
4,5,3713073,Pl. Catalunya,200004
4,5,3713074,Av. Tibidabo,100004
4,5,3713075,Pl. Catalunya,200004
4,5,3713076,Av. Tibidabo,100004
4,5,3713077,Pl. Catalunya,200004
4,5,3713078,Av. Tibidabo,100004
4,5,3713079,Pl. Catalunya,200004
4,5,3713080,Av. Tibidabo,100004
4,5,3713081,Pl. Catalunya,200004
4,5,3713082,Av. Tibidabo,100004
4,5,3713083,Pl. Catalunya,200004
4,5,3713084,Av. Tibidabo,100004
4,5,3713085,Pl. Catalunya,200004
4,5,3713086,Av. Tibidabo,100004
4,5,3713087,Pl. Catalunya,200004
4,5,3713088,Av. Tibidabo,100004
4,5,3713089,Pl. Catalunya,200004
4,5,3713090,Av. Tibidabo,100004
4,5,3713091,Pl. Catalunya,200004
4,5,3713092,Av. Tibidabo,100004
4,5,3713093,Pl. Catalunya,200004
4,5,3713094,Av. Tibidabo,100004
4,5,3713095,Pl. Catalunya,200004
4,5,3713096,Av. Tibidabo,100004
4,5,3713097,Pl. Catalunya,200004
4,5,3713098,Av. Tibidabo,100004
4,5,3713099,Pl. Catalunya,200004
4,5,3713100,Av. Tibidabo,100004
4,5,3713101,Pl. Catalunya,200004
4,5,3713102,Av. Tibidabo,100004
4,5,3713103,Pl. Catalunya,200004
4,5,3713104,Av. Tibidabo,100004
4,5,3713105,Pl. Catalunya,200004
4,5,3713106,Av. Tibidabo,100004
4,5,3713107,Pl. Catalunya,200004
4,5,3713108,Av. Tibidabo,100004
4,5,3713109,Pl. Catalunya,200004
4,5,3713110,Av. Tibidabo,100004
4,5,3713111,Pl. Catalunya,200004
4,5,3713112,Av. Tibidabo,100004
4,5,3713113,Pl. Catalunya,200004
4,5,3713114,Av. Tibidabo,100004
4,5,3713115,Pl. Catalunya,200004
4,5,3713116,Av. Tibidabo,100004
4,5,3713117,Pl. Catalunya,200004
4,5,3713118,Av. Tibidabo,100004
4,5,3713119,Pl. Catalunya,200004
4,5,3713120,Av. Tibidabo,100004
4,5,3713121,Pl. Catalunya,200004
4,5,3713122,Av. Tibidabo,100004
4,5,3713123,Pl. Catalunya,200004
4,5,3713124,Av. Tibidabo,100004
4,5,3713125,Pl. Catalunya,200004
4,5,3713126,Av. Tibidabo,100004
4,5,3713127,Pl. Catalunya,200004
4,5,3713128,Av. Tibidabo,100004
4,5,3713129,Pl. Catalunya,200004
4,5,3713130,Av. Tibidabo,100004
4,5,3713131,Pl. Catalunya,200004
4,5,3713132,Av. Tibidabo,100004
4,5,3713133,Pl. Catalunya,200004
4,5,3713134,Av. Tibidabo,100004
4,5,3713135,Pl. Catalunya,200004
4,5,3713136,Av. Tibidabo,100004
4,5,3713137,Pl. Catalunya,200004
4,5,3713138,Av. Tibidabo,100004
4,5,3713139,Pl. Catalunya,200004
4,5,3713140,Av. Tibidabo,100004
4,5,3713141,Pl. Catalunya,200004
4,5,3713142,Av. Tibidabo,100004
4,5,3713143,Pl. Catalunya,200004
4,5,3713144,Av. Tibidabo,100004
4,5,3713145,Pl. Catalunya,200004
4,5,3713146,Av. Tibidabo,100004
4,5,3713147,Pl. Catalunya,200004
4,5,3713148,Av. Tibidabo,100004
4,5,3713149,Pl. Catalunya,200004
4,5,3713150,Av. Tibidabo,100004
4,5,3713151,Pl. Catalunya,200004
4,5,3713152,Av. Tibidabo,100004
4,5,3713153,Pl. Catalunya,200004
4,5,3713154,Av. Tibidabo,100004
4,5,3713155,Pl. Catalunya,200004
4,5,3713156,Av. Tibidabo,100004
4,5,3713157,Pl. Catalunya,200004
4,5,3713158,Av. Tibidabo,100004
4,5,3713159,Pl. Catalunya,200004
4,5,3713160,Av. Tibidabo,100004
4,5,3713161,Pl. Catalunya,200004
4,5,3713162,Av. Tibidabo,100004
4,5,3713163,Pl. Catalunya,200004
4,5,3713164,Av. Tibidabo,100004
4,5,3713165,Pl. Catalunya,200004
4,5,3713166,Av. Tibidabo,100004
4,5,3713167,Pl. Catalunya,200004
4,5,3713168,Av. Tibidabo,100004
4,5,3713169,Pl. Catalunya,200004
4,5,3713170,Av. Tibidabo,100004
4,5,3713171,Pl. Catalunya,200004
4,5,3713172,Av. Tibidabo,100004
4,5,3713173,Pl. Catalunya,200004
4,5,3713174,Av. Tibidabo,100004
4,5,3713175,Pl. Catalunya,200004
4,5,3713176,Av. Tibidabo,100004
4,5,3713177,Pl. Catalunya,200004
4,5,3713178,Av. Tibidabo,100004
4,5,3713179,Pl. Catalunya,200004
4,5,3713180,Av. Tibidabo,100004
4,5,3713181,Pl. Catalunya,200004
4,5,3713182,Av. Tibidabo,100004
4,5,3713183,Pl. Catalunya,200004
4,5,3713184,Av. Tibidabo,100004
4,5,3713185,Pl. Catalunya,200004
4,5,3713186,Av. Tibidabo,100004
4,5,3713187,Pl. Catalunya,200004
4,5,3713188,Av. Tibidabo,100004
4,5,3713189,Pl. Catalunya,200004
4,5,3713190,Av. Tibidabo,100004
4,5,3713191,Pl. Catalunya,200004
4,5,3713192,Av. Tibidabo,100004
4,5,3713193,Pl. Catalunya,200004
4,5,3713194,Av. Tibidabo,100004
4,5,3713195,Pl. Catalunya,200004
4,5,3713196,Av. Tibidabo,100004
4,5,3713197,Pl. Catalunya,200004
4,5,3713198,Av. Tibidabo,100004
4,5,3713199,Pl. Catalunya,200004
4,5,3713200,Av. Tibidabo,100004
4,5,3713201,Pl. Catalunya,200004
9,5,3713202,Terrassa Nacions Unides,100009
9,5,3713203,Pl. Catalunya,200009
9,5,3713204,Terrassa Nacions Unides,100009
9,5,3713205,Pl. Catalunya,200009
9,5,3713206,Terrassa Nacions Unides,100009
9,5,3713207,Pl. Catalunya,200009
9,5,3713208,Terrassa Nacions Unides,100009
9,5,3713209,Pl. Catalunya,200009
9,5,3713210,Terrassa Nacions Unides,100009
9,5,3713211,Pl. Catalunya,200009
9,5,3713212,Terrassa Nacions Unides,100009
9,5,3713213,Pl. Catalunya,200009
9,5,3713214,Terrassa Nacions Unides,100009
9,5,3713215,Pl. Catalunya,200009
9,5,3713216,Terrassa Nacions Unides,100009
9,5,3713217,Pl. Catalunya,200009
9,5,3713218,Terrassa Nacions Unides,100009
9,5,3713219,Pl. Catalunya,200009
9,5,3713220,Terrassa Nacions Unides,100009
9,5,3713221,Pl. Catalunya,200009
9,5,3713222,Terrassa Nacions Unides,100009
9,5,3713223,Pl. Catalunya,200009
9,5,3713224,Terrassa Nacions Unides,100009
9,5,3713225,Pl. Catalunya,200009
9,5,3713226,Terrassa Nacions Unides,100009
9,5,3713227,Pl. Catalunya,200009
9,5,3713228,Terrassa Nacions Unides,100009
9,5,3713229,Pl. Catalunya,200009
9,5,3713230,Terrassa Nacions Unides,100009
9,5,3713231,Pl. Catalunya,200009
9,5,3713232,Terrassa Nacions Unides,100009
9,5,3713233,Pl. Catalunya,200009
9,5,3713234,Terrassa Nacions Unides,100009
9,5,3713235,Pl. Catalunya,200009
9,5,3713236,Terrassa Nacions Unides,100009
9,5,3713237,Pl. Catalunya,200009
9,5,3713238,Terrassa Nacions Unides,100009
9,5,3713239,Pl. Catalunya,200009
9,5,3713240,Terrassa Nacions Unides,100009
9,5,3713241,Pl. Catalunya,200009
9,5,3713242,Terrassa Nacions Unides,100009
9,5,3713243,Pl. Catalunya,200009
9,5,3713244,Terrassa Nacions Unides,100009
9,5,3713245,Pl. Catalunya,200009
9,5,3713246,Terrassa Nacions Unides,100009
9,5,3713247,Pl. Catalunya,200009
9,5,3713248,Terrassa Nacions Unides,100009
9,5,3713249,Pl. Catalunya,200009
9,5,3713250,Terrassa Nacions Unides,100009
9,5,3713251,Pl. Catalunya,200009
9,5,3713252,Terrassa Nacions Unides,100009
9,5,3713253,Pl. Catalunya,200009
9,5,3713254,Terrassa Nacions Unides,100009
9,5,3713255,Pl. Catalunya,200009
9,5,3713256,Terrassa Nacions Unides,100009
9,5,3713257,Pl. Catalunya,200009
9,5,3713258,Terrassa Nacions Unides,100009
9,5,3713259,Pl. Catalunya,200009
9,5,3713260,Terrassa Nacions Unides,100009
9,5,3713261,Pl. Catalunya,200009
9,5,3713262,Terrassa Nacions Unides,100009
9,5,3713263,Pl. Catalunya,200009
9,5,3713264,Terrassa Nacions Unides,100009
9,5,3713265,Pl. Catalunya,200009
9,5,3713266,Terrassa Nacions Unides,100009
9,5,3713267,Pl. Catalunya,200009
9,5,3713268,Terrassa Nacions Unides,100009
9,5,3713269,Pl. Catalunya,200009
9,5,3713270,Terrassa Nacions Unides,100009
9,5,3713271,Pl. Catalunya,200009
9,5,3713272,Terrassa Nacions Unides,100009
9,5,3713273,Pl. Catalunya,200009
9,5,3713274,Terrassa Nacions Unides,100009
9,5,3713275,Pl. Catalunya,200009
9,5,3713276,Terrassa Nacions Unides,100009
9,5,3713277,Pl. Catalunya,200009
9,5,3713278,Terrassa Nacions Unides,100009
9,5,3713279,Pl. Catalunya,200009
9,5,3713280,Terrassa Nacions Unides,100009
9,5,3713281,Pl. Catalunya,200009
9,5,3713282,Terrassa Nacions Unides,100009
9,5,3713283,Pl. Catalunya,200009
9,5,3713284,Terrassa Nacions Unides,100009
9,5,3713285,Pl. Catalunya,200009
9,5,3713286,Terrassa Nacions Unides,100009
9,5,3713287,Pl. Catalunya,200009
9,5,3713288,Terrassa Nacions Unides,100009
9,5,3713289,Pl. Catalunya,200009
9,5,3713290,Terrassa Nacions Unides,100009
9,5,3713291,Pl. Catalunya,200009
9,5,3713292,Terrassa Nacions Unides,100009
9,5,3713293,Pl. Catalunya,200009
9,5,3713294,Terrassa Nacions Unides,100009
9,5,3713295,Pl. Catalunya,200009
9,5,3713296,Terrassa Nacions Unides,100009
9,5,3713297,Pl. Catalunya,200009
9,5,3713298,Terrassa Nacions Unides,100009
9,5,3713299,Pl. Catalunya,200009
9,5,3713300,Terrassa Nacions Unides,100009
9,5,3713301,Pl. Catalunya,200009
9,5,3713302,Terrassa Nacions Unides,100009
9,5,3713303,Pl. Catalunya,200009
